Campaign_ID,Campaign_Name,Campaign_Type,Campaign_Objective,Product_ID,Marketing_Channel,Industry,Target_Audience,Funnel_Stage,Creative_Type,Device_Target,Region_Target,Bid_Strategy,Budget,Budget_Category,Campaign_Duration,Start_Date,End_Date,Campaign_Status,AI_Campaign_Score,Success_Probability,Risk_Level,Priority,Expected_ROI,Estimated_Revenue,Expected_Conversions,Target_CPA,Target_ROAS,Audience_Size,Optimization_Score,Impressions,CTR,Clicks,Conversion_Rate,Conversions,CPC,CPM,Spend,Revenue
567,CMP_0567_Generate_Leads,Retargeting,Generate Leads,65,Email Marketing,Finance,Families,BOFU,Story,Tablet,North,CPM,1398308,Enterprise,53,2026-08-27,2026-10-19,Planned,86,78,Low,Medium,69.1,2364538,4669,299.49,1.69,1164135,89,224520,7.67,17220,3.84,661,81.2,6227.99,1398308,2364538
568,CMP_0568_Customer_Retention,Brand Awareness,Customer Retention,124,Google Display Ads,Healthcare,Business Owners,TOFU,Carousel,Desktop,West,CPM,222007,Medium,83,2026-05-15,2026-08-06,Running,73,65,Medium,Medium,59.14,353301,730,304.12,1.59,4078063,73,1238632,7.69,95250,17.3,16478,2.33,179.24,222007,353301
569,CMP_0569_Generate_Leads,Lead Generation,Generate Leads,191,Google Display Ads,Technology,Students,MOFU,Reels,Desktop,North,CPM,808819,Large,95,2026-07-10,2026-10-13,Paused,80,74,Medium,Medium,71.87,1390117,2290,353.2,1.72,376886,78,1704077,6.44,109742,1.78,1953,7.37,474.64,808819,1390117
570,CMP_0570_Generate_Leads,App Promotion,Generate Leads,251,Google Search Ads,Travel,Freelancers,TOFU,Carousel,Tablet,East,Target ROAS,825068,Large,80,2026-04-24,2026-07-13,Running,77,81,Medium,Medium,94.46,1604427,2916,282.95,1.94,936488,62,3022144,5.22,157755,13.39,21123,5.23,273.01,825068,1604427
571,CMP_0571_Generate_Leads,App Promotion,Generate Leads,139,YouTube Ads,Finance,Families,TOFU,Video,Mobile,East,Target ROAS,89799,Small,103,2026-01-07,2026-04-20,Completed,47,47,High,Low,65.2,148347,3411,26.33,1.65,2827114,60,4253031,10.02,426153,6.21,26464,0.21,21.11,89799,148347
572,CMP_0572_Generate_Leads,Lead Generation,Generate Leads,111,Google Display Ads,Technology,Business Owners,MOFU,Story,Tablet,South,Target ROAS,304699,Medium,109,2026-03-14,2026-07-01,Running,65,58,High,Low,70.24,518719,4975,61.25,1.7,3436178,93,3130464,10.98,343724,11.28,38772,0.89,97.33,304699,518719
573,CMP_0573_App_Installs,Lead Generation,App Installs,118,Google Display Ads,Food Delivery,Senior Citizens,MOFU,Image,Tablet,Central,Target ROAS,185236,Medium,81,2026-08-16,2026-11-05,Paused,64,70,High,Low,80.5,334350,2785,66.51,1.8,779574,94,2003657,11.17,223808,12.04,26946,0.83,92.45,185236,334350
574,CMP_0574_App_Installs,Product Launch,App Installs,209,Instagram Ads,Education,Senior Citizens,TOFU,Story,Mobile,West,Maximize Clicks,1307327,Enterprise,21,2026-06-08,2026-06-29,Running,90,93,Low,High,77.37,2318805,4141,315.7,1.77,2126680,71,913433,4.66,42565,4.22,1796,30.71,1431.22,1307327,2318805
575,CMP_0575_Increase_Brand_Awareness,Lead Generation,Increase Brand Awareness,27,YouTube Ads,Healthcare,Families,MOFU,Video,Mobile,North,CPA,1393116,Enterprise,28,2026-04-21,2026-05-19,Completed,94,99,Low,High,89.69,2642601,3443,404.62,1.9,2297016,62,813736,6.21,50533,3.88,1960,27.57,1712.0,1393116,2642601
576,CMP_0576_Website_Traffic,Product Launch,Website Traffic,294,Instagram Ads,Finance,Families,TOFU,Carousel,Desktop,East,CPA,642974,Large,60,2026-07-15,2026-09-13,Planned,82,79,Medium,Medium,85.24,1191045,1940,331.43,1.85,1061846,89,1083518,11.27,122112,15.83,19330,5.27,593.41,642974,1191045
577,CMP_0577_Customer_Retention,Brand Awareness,Customer Retention,254,LinkedIn Ads,Healthcare,Working Professionals,TOFU,Reels,All Devices,South,CPC,1445942,Enterprise,117,2026-05-09,2026-09-03,Running,88,93,Low,Medium,99.68,2887256,3296,438.7,2.0,2525837,91,4283013,4.44,190165,17.24,32784,7.6,337.6,1445942,2887256
578,CMP_0578_Increase_Brand_Awareness,Retargeting,Increase Brand Awareness,222,Instagram Ads,Food Delivery,Senior Citizens,BOFU,Reels,Tablet,West,CPC,273615,Medium,30,2026-06-16,2026-07-16,Running,63,61,High,Low,78.85,489360,4246,64.44,1.79,1902908,93,1291774,8.31,107346,17.38,18656,2.55,211.81,273615,489360
579,CMP_0579_Generate_Leads,Sales,Generate Leads,116,Instagram Ads,Food Delivery,Business Owners,TOFU,Story,Tablet,North,Target ROAS,378291,Medium,38,2026-08-16,2026-09-23,Paused,69,63,High,Low,67.89,635112,2920,129.55,1.68,2022457,84,2463840,7.92,195136,1.92,3746,1.94,153.54,378291,635112
580,CMP_0580_Customer_Retention,Product Launch,Customer Retention,184,Facebook Ads,Food Delivery,Families,TOFU,Video,All Devices,Central,Target ROAS,891182,Large,57,2026-04-23,2026-06-19,Completed,81,80,Medium,Medium,101.63,1796890,2432,366.44,2.02,1904904,84,224617,8.89,19968,11.48,2292,44.63,3967.56,891182,1796890
581,CMP_0581_Increase_Sales,Retargeting,Increase Sales,7,Facebook Ads,Finance,Business Owners,BOFU,Video,Mobile,West,Target ROAS,1051272,Enterprise,31,2026-06-19,2026-07-20,Running,88,85,Low,Medium,97.46,2075841,3416,307.75,1.97,3804996,95,967516,3.3,31928,3.2,1021,32.93,1086.57,1051272,2075841
582,CMP_0582_Increase_Sales,Retargeting,Increase Sales,220,Google Display Ads,Travel,Students,BOFU,Reels,All Devices,West,CPC,468702,Medium,110,2026-08-16,2026-12-04,Planned,81,78,Medium,Medium,118.11,1022285,1109,422.63,2.18,1057098,79,3724714,11.95,445103,3.33,14821,1.05,125.84,468702,1022285
583,CMP_0583_Generate_Leads,Retargeting,Generate Leads,16,Google Display Ads,Education,Senior Citizens,BOFU,Carousel,Tablet,South,Maximize Clicks,1266843,Enterprise,30,2026-06-23,2026-07-23,Running,98,96,Low,High,81.22,2295772,1798,704.58,1.81,742998,83,1624760,1.81,29408,2.6,764,43.08,779.71,1266843,2295772
584,CMP_0584_App_Installs,App Promotion,App Installs,193,Facebook Ads,Technology,Senior Citizens,TOFU,Story,Mobile,South,Target ROAS,750793,Large,39,2026-03-14,2026-04-22,Completed,94,90,Low,High,92.85,1447904,754,995.75,1.93,1479706,77,3772277,11.68,440601,2.69,11852,1.7,199.03,750793,1447904
585,CMP_0585_Increase_Brand_Awareness,Product Launch,Increase Brand Awareness,250,Google Display Ads,Food Delivery,Students,TOFU,Video,Mobile,North,CPM,1178033,Enterprise,50,2026-02-10,2026-04-01,Completed,91,99,Low,High,111.03,2486003,212,5556.76,2.11,3911436,81,2184650,5.13,112072,6.91,7744,10.51,539.23,1178033,2486003
586,CMP_0586_Increase_Sales,Lead Generation,Increase Sales,196,Google Display Ads,Technology,Freelancers,MOFU,Video,All Devices,West,CPM,55038,Small,87,2026-06-04,2026-08-30,Running,78,79,Medium,Medium,71.37,94318,2590,21.25,1.71,724001,100,3827617,11.71,448213,9.98,44731,0.12,14.38,55038,94318
587,CMP_0587_Generate_Leads,Lead Generation,Generate Leads,202,Email Marketing,Food Delivery,Students,MOFU,Image,Mobile,North,Target ROAS,491384,Medium,78,2026-06-14,2026-08-31,Running,67,69,High,Low,63.99,805820,3440,142.84,1.64,3981952,76,701760,8.29,58175,5.87,3414,8.45,700.22,491384,805820
588,CMP_0588_Website_Traffic,Product Launch,Website Traffic,280,Email Marketing,Technology,Working Professionals,TOFU,Reels,All Devices,East,CPC,1447123,Enterprise,61,2026-06-10,2026-08-10,Running,97,99,Low,High,125.87,3268616,3150,459.4,2.26,221233,100,3185323,11.48,365675,16.0,58508,3.96,454.31,1447123,3268616
589,CMP_0589_App_Installs,App Promotion,App Installs,162,Facebook Ads,Travel,Working Professionals,TOFU,Image,Desktop,North,Target ROAS,201975,Medium,114,2026-08-01,2026-11-23,Paused,73,80,Medium,Medium,107.72,419542,3667,55.08,2.08,1008304,77,1048512,5.07,53159,8.53,4534,3.8,192.63,201975,419542
590,CMP_0590_App_Installs,Product Launch,App Installs,139,Facebook Ads,Healthcare,Working Professionals,TOFU,Reels,All Devices,North,CPC,1030707,Enterprise,67,2026-02-06,2026-04-14,Completed,98,99,Low,High,112.52,2190458,1761,585.3,2.13,2466473,83,2866470,3.88,111219,10.64,11833,9.27,359.57,1030707,2190458
591,CMP_0591_Generate_Leads,App Promotion,Generate Leads,41,Google Display Ads,Education,Students,TOFU,Image,All Devices,North,CPM,1153500,Enterprise,117,2026-02-20,2026-06-17,Completed,100,99,Low,High,130.73,2661470,1766,653.17,2.31,3440158,79,1015977,7.46,75791,3.69,2796,15.22,1135.36,1153500,2661470
592,CMP_0592_App_Installs,Retargeting,App Installs,230,Google Search Ads,Fashion,Business Owners,BOFU,Story,Desktop,South,CPC,145746,Medium,39,2026-05-25,2026-07-03,Running,64,69,High,Low,81.87,265068,4828,30.19,1.82,1221030,76,3764667,8.86,333549,15.97,53267,0.44,38.71,145746,265068
593,CMP_0593_Generate_Leads,Product Launch,Generate Leads,137,LinkedIn Ads,Finance,Students,TOFU,Story,Desktop,Central,CPC,1259604,Enterprise,102,2026-05-21,2026-08-31,Running,89,96,Low,Medium,132.5,2928579,2703,466.0,2.32,2391107,74,3757044,8.75,328741,12.87,42308,3.83,335.26,1259604,2928579
594,CMP_0594_Increase_Brand_Awareness,Retargeting,Increase Brand Awareness,169,LinkedIn Ads,Healthcare,Students,BOFU,Carousel,Mobile,South,CPA,1046691,Enterprise,68,2026-01-27,2026-04-05,Completed,89,84,Low,Medium,124.81,2353066,298,3512.39,2.25,2811624,87,4910370,6.38,313281,15.45,48401,3.34,213.16,1046691,2353066
595,CMP_0595_Customer_Retention,Sales,Customer Retention,208,Affiliate Marketing,Finance,Freelancers,TOFU,Image,Desktop,South,CPC,629668,Large,109,2026-08-18,2026-12-05,Planned,91,88,Low,High,111.46,1331495,4009,157.06,2.11,259895,82,3710524,6.82,253057,9.49,24015,2.49,169.7,629668,1331495
596,CMP_0596_Increase_Sales,Product Launch,Increase Sales,87,YouTube Ads,Healthcare,Working Professionals,TOFU,Carousel,Mobile,Central,Target ROAS,221367,Medium,19,2026-08-25,2026-09-13,Paused,88,83,Low,Medium,109.9,464649,2725,81.24,2.1,3557332,78,258485,10.93,28252,7.38,2084,7.84,856.4,221367,464649
597,CMP_0597_Increase_Sales,App Promotion,Increase Sales,63,Google Display Ads,Food Delivery,Business Owners,TOFU,Story,Tablet,South,CPA,1164223,Enterprise,30,2026-07-14,2026-08-13,Planned,92,94,Low,High,113.69,2487828,2322,501.39,2.14,3862855,76,1407551,1.0,14075,4.26,599,82.72,827.13,1164223,2487828
598,CMP_0598_Increase_Sales,Product Launch,Increase Sales,172,Facebook Ads,Healthcare,Senior Citizens,TOFU,Carousel,Mobile,East,CPA,1197655,Enterprise,33,2026-08-10,2026-09-12,Paused,93,90,Low,High,108.92,2502140,383,3127.04,2.09,3440349,92,1435069,11.45,164315,16.12,26487,7.29,834.56,1197655,2502140
599,CMP_0599_Increase_Sales,Sales,Increase Sales,273,YouTube Ads,Travel,Working Professionals,TOFU,Reels,Mobile,South,CPM,701133,Large,40,2026-08-07,2026-09-16,Planned,86,82,Low,Medium,104.03,1430521,4410,158.99,2.04,3169198,72,305859,11.78,36030,14.49,5220,19.46,2292.34,701133,1430521
600,CMP_0600_Customer_Retention,Brand Awareness,Customer Retention,69,Google Search Ads,Technology,Students,TOFU,Video,All Devices,South,Maximize Clicks,166347,Medium,111,2026-08-12,2026-12-01,Paused,88,84,Low,Medium,107.83,345718,3659,45.46,2.08,2556246,81,1901707,8.38,159363,4.32,6884,1.04,87.47,166347,345718
601,CMP_0601_Website_Traffic,Lead Generation,Website Traffic,12,Email Marketing,E-Commerce,Senior Citizens,MOFU,Reels,Desktop,West,Maximize Clicks,441578,Medium,16,2026-08-24,2026-09-09,Planned,90,90,Low,High,89.54,836966,3054,144.59,1.9,921621,70,986930,6.84,67506,16.38,11057,6.54,447.43,441578,836966
602,CMP_0602_Increase_Sales,App Promotion,Increase Sales,110,Google Search Ads,Travel,Students,TOFU,Carousel,All Devices,North,Target ROAS,495730,Medium,22,2026-08-13,2026-09-04,Planned,63,70,High,Low,90.69,945307,2964,167.25,1.91,2932272,99,324104,5.43,17598,12.81,2254,28.17,1529.54,495730,945307
603,CMP_0603_Customer_Retention,App Promotion,Customer Retention,112,Facebook Ads,Fashion,Business Owners,TOFU,Carousel,Tablet,West,Maximize Clicks,821277,Large,119,2026-02-09,2026-06-08,Completed,79,75,Medium,Medium,112.13,1742174,3059,268.48,2.12,1905234,98,3680378,5.6,206101,17.41,35882,3.98,223.15,821277,1742174
604,CMP_0604_Increase_Sales,App Promotion,Increase Sales,132,Google Display Ads,Finance,Families,TOFU,Video,Tablet,South,CPA,1377094,Enterprise,56,2026-05-23,2026-07-18,Running,93,94,Low,High,112.79,2930318,764,1802.48,2.13,2668944,95,2141585,10.71,229363,9.19,21078,6.0,643.03,1377094,2930318
605,CMP_0605_Increase_Brand_Awareness,Retargeting,Increase Brand Awareness,179,Google Search Ads,Technology,Senior Citizens,BOFU,Video,Mobile,North,CPC,377168,Medium,76,2026-08-05,2026-10-20,Paused,68,71,High,Low,60.61,605769,1689,223.31,1.61,4654004,99,1607973,3.2,51455,11.85,6097,7.33,234.56,377168,605769
606,CMP_0606_App_Installs,Sales,App Installs,275,YouTube Ads,Healthcare,Working Professionals,TOFU,Image,All Devices,West,CPC,301915,Medium,19,2026-06-24,2026-07-13,Running,82,78,Medium,Medium,106.2,622548,3138,96.21,2.06,1355795,77,4655912,10.38,483283,2.75,13290,0.62,64.85,301915,622548
607,CMP_0607_Increase_Sales,Product Launch,Increase Sales,190,Google Display Ads,E-Commerce,Students,TOFU,Image,All Devices,Central,Target ROAS,1369103,Enterprise,38,2026-07-31,2026-09-07,Planned,97,92,Low,High,95.24,2673036,4814,284.4,1.95,3250184,75,2795500,5.87,164095,7.53,12356,8.34,489.75,1369103,2673036
608,CMP_0608_Customer_Retention,App Promotion,Customer Retention,87,Google Search Ads,Travel,Senior Citizens,TOFU,Carousel,Tablet,South,CPC,1382812,Enterprise,36,2026-06-23,2026-07-29,Running,95,87,Low,High,135.0,3249608,4414,313.28,2.35,569755,94,832214,3.18,26464,17.85,4723,52.25,1661.61,1382812,3249608
609,CMP_0609_App_Installs,Lead Generation,App Installs,239,Google Display Ads,E-Commerce,Families,MOFU,Video,Tablet,West,CPC,833168,Large,60,2026-07-17,2026-09-15,Planned,78,77,Medium,Medium,106.48,1720325,3493,238.53,2.06,2564561,85,1858525,9.65,179347,12.96,23243,4.65,448.3,833168,1720325
610,CMP_0610_Increase_Sales,App Promotion,Increase Sales,129,YouTube Ads,Fashion,Senior Citizens,TOFU,Image,All Devices,East,CPC,1087531,Enterprise,77,2026-03-26,2026-06-11,Completed,94,93,Low,High,88.4,2048908,4125,263.64,1.88,4820764,87,3907044,10.9,425867,10.69,45525,2.55,278.35,1087531,2048908
611,CMP_0611_Customer_Retention,Sales,Customer Retention,38,Google Search Ads,Education,Senior Citizens,TOFU,Image,Mobile,North,CPA,1397318,Enterprise,24,2026-06-18,2026-07-12,Running,95,99,Low,High,124.13,3131808,3112,449.01,2.24,4604364,87,4537841,4.37,198303,3.12,6187,7.05,307.93,1397318,3131808
612,CMP_0612_App_Installs,Retargeting,App Installs,275,Google Search Ads,Food Delivery,Senior Citizens,BOFU,Story,All Devices,North,CPA,176738,Medium,20,2026-07-08,2026-07-28,Planned,81,84,Medium,Medium,109.61,370460,169,1045.79,2.1,4992072,100,1965813,2.41,47376,17.51,8295,3.73,89.91,176738,370460
613,CMP_0613_Generate_Leads,Brand Awareness,Generate Leads,290,Facebook Ads,E-Commerce,Business Owners,TOFU,Image,Mobile,South,CPA,357941,Medium,44,2026-07-17,2026-08-30,Paused,68,72,High,Low,84.97,662083,2347,152.51,1.85,976422,71,2084751,8.32,173451,3.43,5949,2.06,171.69,357941,662083
614,CMP_0614_Generate_Leads,Product Launch,Generate Leads,200,Email Marketing,Technology,Families,TOFU,Video,All Devices,North,Maximize Clicks,950118,Large,120,2026-02-08,2026-06-08,Completed,79,76,Medium,Medium,87.27,1779285,623,1525.07,1.87,3538632,65,1524918,11.64,177500,15.59,27672,5.35,623.06,950118,1779285
615,CMP_0615_Website_Traffic,Lead Generation,Website Traffic,18,Email Marketing,Food Delivery,Senior Citizens,MOFU,Reels,Desktop,East,CPA,1394107,Enterprise,51,2026-08-06,2026-09-26,Planned,89,94,Low,Medium,72.38,2403161,3368,413.93,1.72,1442546,70,2714568,2.99,81165,4.75,3855,17.18,513.56,1394107,2403161
616,CMP_0616_Increase_Brand_Awareness,App Promotion,Increase Brand Awareness,57,LinkedIn Ads,Healthcare,Working Professionals,TOFU,Reels,All Devices,East,CPM,430759,Medium,94,2026-08-12,2026-11-14,Paused,82,82,Medium,Medium,118.77,942371,778,553.67,2.19,195124,96,614111,7.02,43110,6.0,2586,9.99,701.44,430759,942371
617,CMP_0617_Increase_Sales,Sales,Increase Sales,100,Google Display Ads,Food Delivery,Freelancers,TOFU,Story,Tablet,South,Maximize Clicks,261696,Medium,104,2026-08-24,2026-12-06,Planned,71,71,Medium,Medium,90.92,499630,4464,58.62,1.91,4591670,86,1289257,4.67,60208,12.9,7766,4.35,202.98,261696,499630
618,CMP_0618_Website_Traffic,App Promotion,Website Traffic,286,Google Display Ads,Food Delivery,Students,TOFU,Story,Mobile,North,CPM,991928,Large,111,2026-08-06,2026-11-25,Paused,86,93,Low,Medium,69.09,1677251,2148,461.79,1.69,3852085,70,3053693,1.52,46416,1.74,807,21.37,324.83,991928,1677251
619,CMP_0619_Customer_Retention,Brand Awareness,Customer Retention,196,Instagram Ads,Healthcare,Business Owners,TOFU,Story,Desktop,East,Target ROAS,1058841,Enterprise,95,2026-04-15,2026-07-19,Running,100,99,Low,High,107.04,2192224,1371,772.31,2.07,4611533,91,2407388,8.91,214498,7.32,15701,4.94,439.83,1058841,2192224
620,CMP_0620_Website_Traffic,Sales,Website Traffic,61,Email Marketing,E-Commerce,Business Owners,TOFU,Story,All Devices,West,CPA,1053899,Enterprise,113,2026-07-30,2026-11-20,Planned,90,97,Low,High,106.15,2172612,167,6310.77,2.06,3054298,82,4547993,7.91,359746,11.81,42486,2.93,231.73,1053899,2172612
621,CMP_0621_Generate_Leads,Brand Awareness,Generate Leads,47,Affiliate Marketing,Finance,Working Professionals,TOFU,Story,Tablet,West,Target ROAS,400822,Medium,75,2026-01-30,2026-04-15,Completed,74,82,Medium,Medium,109.01,837758,4815,83.24,2.09,1768987,83,3583911,2.04,73111,5.4,3947,5.48,111.84,400822,837758
622,CMP_0622_Increase_Brand_Awareness,Retargeting,Increase Brand Awareness,47,LinkedIn Ads,Healthcare,Senior Citizens,BOFU,Video,Desktop,South,CPM,1074265,Enterprise,103,2026-07-17,2026-10-28,Paused,91,99,Low,High,86.79,2006619,3018,355.95,1.87,2849376,98,451343,7.24,32677,16.36,5345,32.88,2380.15,1074265,2006619
623,CMP_0623_Customer_Retention,App Promotion,Customer Retention,168,Facebook Ads,Food Delivery,Business Owners,TOFU,Reels,Tablet,Central,CPM,255751,Medium,106,2026-07-27,2026-11-10,Planned,77,83,Medium,Medium,110.75,538995,3988,64.13,2.11,4394376,71,4632709,9.84,455858,3.16,14405,0.56,55.21,255751,538995
624,CMP_0624_Increase_Brand_Awareness,Retargeting,Increase Brand Awareness,32,Google Display Ads,Fashion,Business Owners,BOFU,Carousel,Mobile,East,CPA,816772,Large,65,2026-07-11,2026-09-14,Planned,79,85,Medium,Medium,107.97,1698640,654,1248.89,2.08,1787050,80,3020941,3.82,115399,10.45,12059,7.08,270.37,816772,1698640
625,CMP_0625_Generate_Leads,Product Launch,Generate Leads,117,YouTube Ads,Fashion,Freelancers,TOFU,Story,Mobile,West,CPA,402223,Medium,33,2026-05-14,2026-06-16,Completed,72,79,Medium,Medium,105.88,828096,4571,87.99,2.06,616870,77,1064680,10.58,112643,15.82,17820,3.57,377.79,402223,828096
626,CMP_0626_Generate_Leads,Brand Awareness,Generate Leads,16,Google Search Ads,Education,Freelancers,TOFU,Video,Tablet,Central,CPC,497756,Medium,73,2026-06-16,2026-08-28,Running,72,64,Medium,Medium,74.08,866493,904,550.62,1.74,4455733,98,1605379,10.68,171454,4.59,7869,2.9,310.06,497756,866493
627,CMP_0627_Website_Traffic,App Promotion,Website Traffic,274,Facebook Ads,Food Delivery,Senior Citizens,TOFU,Video,All Devices,East,Maximize Clicks,573319,Large,87,2026-06-06,2026-09-01,Running,86,90,Low,Medium,112.18,1216468,4397,130.39,2.12,4891443,90,2592991,2.21,57305,8.27,4739,10.0,221.1,573319,1216468
628,CMP_0628_Increase_Sales,Product Launch,Increase Sales,104,Email Marketing,Technology,Senior Citizens,TOFU,Video,Desktop,South,Target ROAS,1063273,Enterprise,25,2026-03-22,2026-04-16,Completed,97,99,Low,High,94.51,2068172,1963,541.66,1.95,1272884,71,841005,9.52,80063,3.93,3146,13.28,1264.29,1063273,2068172
629,CMP_0629_Increase_Sales,Retargeting,Increase Sales,169,Instagram Ads,E-Commerce,Senior Citizens,BOFU,Story,Mobile,East,Maximize Clicks,1020085,Enterprise,47,2026-04-19,2026-06-05,Completed,94,87,Low,High,120.89,2253265,449,2271.9,2.21,3695763,66,1322598,4.04,53432,1.72,919,19.09,771.27,1020085,2253265
630,CMP_0630_App_Installs,Retargeting,App Installs,103,Email Marketing,E-Commerce,Families,BOFU,Carousel,All Devices,Central,CPC,660623,Large,46,2026-02-24,2026-04-11,Completed,88,88,Low,Medium,85.93,1228296,4554,145.06,1.86,4914003,72,3167832,4.23,133999,3.86,5172,4.93,208.54,660623,1228296
631,CMP_0631_Customer_Retention,Lead Generation,Customer Retention,250,YouTube Ads,Travel,Senior Citizens,MOFU,Video,All Devices,Central,CPC,1428814,Enterprise,27,2026-06-05,2026-07-02,Running,99,98,Low,High,148.04,3544030,3660,390.39,2.48,2920552,66,4841241,5.43,262879,10.28,27023,5.44,295.13,1428814,3544030
632,CMP_0632_Customer_Retention,Sales,Customer Retention,176,YouTube Ads,Healthcare,Senior Citizens,TOFU,Story,Desktop,West,Maximize Clicks,1071269,Enterprise,33,2026-06-08,2026-07-11,Running,96,96,Low,High,92.82,2065620,3035,352.97,1.93,4774629,75,1593895,7.37,117470,14.21,16692,9.12,672.11,1071269,2065620
633,CMP_0633_Increase_Sales,Brand Awareness,Increase Sales,258,Affiliate Marketing,Fashion,Business Owners,TOFU,Carousel,Tablet,North,CPM,595358,Large,60,2026-06-09,2026-08-08,Running,92,87,Low,High,109.86,1249418,156,3816.4,2.1,3973076,94,2226041,7.02,156268,2.3,3594,3.81,267.45,595358,1249418
634,CMP_0634_Increase_Sales,Retargeting,Increase Sales,30,Facebook Ads,E-Commerce,Working Professionals,BOFU,Carousel,Mobile,North,CPM,559588,Large,19,2026-08-10,2026-08-29,Paused,88,95,Low,Medium,94.54,1088622,4916,113.83,1.95,4791566,93,823091,4.3,35392,17.55,6211,15.81,679.86,559588,1088622
