Campaign_ID,Campaign_Name,Campaign_Type,Campaign_Objective,Product_ID,Marketing_Channel,Industry,Target_Audience,Funnel_Stage,Creative_Type,Device_Target,Region_Target,Bid_Strategy,Budget,Budget_Category,Campaign_Duration,Start_Date,End_Date,Campaign_Status,AI_Campaign_Score,Success_Probability,Risk_Level,Priority,Expected_ROI,Estimated_Revenue,Expected_Conversions,Target_CPA,Target_ROAS,Audience_Size,Optimization_Score,Impressions,Clicks,Conversions,CTR,Conversion_Rate,Spend,Revenue,CPC,CPM,ROAS,ROI,Engagement_Rate,Bounce_Rate,Avg_Session_Duration,Campaign_Success
600,CMP_0600_Customer_Retention,Brand Awareness,Customer Retention,69,Google Search Ads,Technology,Students,TOFU,Video,All Devices,South,Maximize Clicks,166347,Medium,111,2026-08-12,2026-12-01,Paused,88,84,Low,Medium,107.83,345718,3659,45.46,2.08,2556246,81,1901707,159363,6884,8.38,4.32,166347,345718,1.04,87.47,2.08,107.83,2.78,25.21,263,1
601,CMP_0601_Website_Traffic,Lead Generation,Website Traffic,12,Email Marketing,E-Commerce,Senior Citizens,MOFU,Reels,Desktop,West,Maximize Clicks,441578,Medium,16,2026-08-24,2026-09-09,Planned,90,90,Low,High,89.54,836966,3054,144.59,1.9,921621,70,986930,67506,11057,6.84,16.38,441578,836966,6.54,447.43,1.9,89.54,8.3,35.03,492,1
602,CMP_0602_Increase_Sales,App Promotion,Increase Sales,110,Google Search Ads,Travel,Students,TOFU,Carousel,All Devices,North,Target ROAS,495730,Medium,22,2026-08-13,2026-09-04,Planned,63,70,High,Low,90.69,945307,2964,167.25,1.91,2932272,99,324104,17598,2254,5.43,12.81,495730,945307,28.17,1529.54,1.91,90.69,5.81,56.67,251,1
603,CMP_0603_Customer_Retention,App Promotion,Customer Retention,112,Facebook Ads,Fashion,Business Owners,TOFU,Carousel,Tablet,West,Maximize Clicks,821277,Large,119,2026-02-09,2026-06-08,Completed,79,75,Medium,Medium,112.13,1742174,3059,268.48,2.12,1905234,98,3680378,206101,35882,5.6,17.41,821277,1742174,3.98,223.15,2.12,112.13,17.84,48.28,287,1
604,CMP_0604_Increase_Sales,App Promotion,Increase Sales,132,Google Display Ads,Finance,Families,TOFU,Video,Tablet,South,CPA,1377094,Enterprise,56,2026-05-23,2026-07-18,Running,93,94,Low,High,112.79,2930318,764,1802.48,2.13,2668944,95,2141585,229363,21078,10.71,9.19,1377094,2930318,6.0,643.03,2.13,112.79,14.39,69.3,166,1
605,CMP_0605_Increase_Brand_Awareness,Retargeting,Increase Brand Awareness,179,Google Search Ads,Technology,Senior Citizens,BOFU,Video,Mobile,North,CPC,377168,Medium,76,2026-08-05,2026-10-20,Paused,68,71,High,Low,60.61,605769,1689,223.31,1.61,4654004,99,1607973,51455,6097,3.2,11.85,377168,605769,7.33,234.56,1.61,60.61,14.53,56.11,84,1
606,CMP_0606_App_Installs,Sales,App Installs,275,YouTube Ads,Healthcare,Working Professionals,TOFU,Image,All Devices,West,CPC,301915,Medium,19,2026-06-24,2026-07-13,Running,82,78,Medium,Medium,106.2,622548,3138,96.21,2.06,1355795,77,4655912,483283,13290,10.38,2.75,301915,622548,0.62,64.85,2.06,106.2,5.98,43.12,421,1
607,CMP_0607_Increase_Sales,Product Launch,Increase Sales,190,Google Display Ads,E-Commerce,Students,TOFU,Image,All Devices,Central,Target ROAS,1369103,Enterprise,38,2026-07-31,2026-09-07,Planned,97,92,Low,High,95.24,2673036,4814,284.4,1.95,3250184,75,2795500,164095,12356,5.87,7.53,1369103,2673036,8.34,489.75,1.95,95.24,8.03,27.26,489,1
608,CMP_0608_Customer_Retention,App Promotion,Customer Retention,87,Google Search Ads,Travel,Senior Citizens,TOFU,Carousel,Tablet,South,CPC,1382812,Enterprise,36,2026-06-23,2026-07-29,Running,95,87,Low,High,135.0,3249608,4414,313.28,2.35,569755,94,832214,26464,4723,3.18,17.85,1382812,3249608,52.25,1661.61,2.35,135.0,17.73,56.62,304,1
609,CMP_0609_App_Installs,Lead Generation,App Installs,239,Google Display Ads,E-Commerce,Families,MOFU,Video,Tablet,West,CPC,833168,Large,60,2026-07-17,2026-09-15,Planned,78,77,Medium,Medium,106.48,1720325,3493,238.53,2.06,2564561,85,1858525,179347,23243,9.65,12.96,833168,1720325,4.65,448.3,2.06,106.48,7.71,35.9,309,1
610,CMP_0610_Increase_Sales,App Promotion,Increase Sales,129,YouTube Ads,Fashion,Senior Citizens,TOFU,Image,All Devices,East,CPC,1087531,Enterprise,77,2026-03-26,2026-06-11,Completed,94,93,Low,High,88.4,2048908,4125,263.64,1.88,4820764,87,3907044,425867,45525,10.9,10.69,1087531,2048908,2.55,278.35,1.88,88.4,3.84,69.09,442,1
611,CMP_0611_Customer_Retention,Sales,Customer Retention,38,Google Search Ads,Education,Senior Citizens,TOFU,Image,Mobile,North,CPA,1397318,Enterprise,24,2026-06-18,2026-07-12,Running,95,99,Low,High,124.13,3131808,3112,449.01,2.24,4604364,87,4537841,198303,6187,4.37,3.12,1397318,3131808,7.05,307.93,2.24,124.13,8.34,20.14,374,1
612,CMP_0612_App_Installs,Retargeting,App Installs,275,Google Search Ads,Food Delivery,Senior Citizens,BOFU,Story,All Devices,North,CPA,176738,Medium,20,2026-07-08,2026-07-28,Planned,81,84,Medium,Medium,109.61,370460,169,1045.79,2.1,4992072,100,1965813,47376,8295,2.41,17.51,176738,370460,3.73,89.91,2.1,109.61,17.06,52.07,313,1
613,CMP_0613_Generate_Leads,Brand Awareness,Generate Leads,290,Facebook Ads,E-Commerce,Business Owners,TOFU,Image,Mobile,South,CPA,357941,Medium,44,2026-07-17,2026-08-30,Paused,68,72,High,Low,84.97,662083,2347,152.51,1.85,976422,71,2084751,173451,5949,8.32,3.43,357941,662083,2.06,171.69,1.85,84.97,3.84,59.58,425,0
614,CMP_0614_Generate_Leads,Product Launch,Generate Leads,200,Email Marketing,Technology,Families,TOFU,Video,All Devices,North,Maximize Clicks,950118,Large,120,2026-02-08,2026-06-08,Completed,79,76,Medium,Medium,87.27,1779285,623,1525.07,1.87,3538632,65,1524918,177500,27672,11.64,15.59,950118,1779285,5.35,623.06,1.87,87.27,17.86,48.99,212,1
615,CMP_0615_Website_Traffic,Lead Generation,Website Traffic,18,Email Marketing,Food Delivery,Senior Citizens,MOFU,Reels,Desktop,East,CPA,1394107,Enterprise,51,2026-08-06,2026-09-26,Planned,89,94,Low,Medium,72.38,2403161,3368,413.93,1.72,1442546,70,2714568,81165,3855,2.99,4.75,1394107,2403161,17.18,513.56,1.72,72.38,5.25,20.8,102,0
616,CMP_0616_Increase_Brand_Awareness,App Promotion,Increase Brand Awareness,57,LinkedIn Ads,Healthcare,Working Professionals,TOFU,Reels,All Devices,East,CPM,430759,Medium,94,2026-08-12,2026-11-14,Paused,82,82,Medium,Medium,118.77,942371,778,553.67,2.19,195124,96,614111,43110,2586,7.02,6.0,430759,942371,9.99,701.44,2.19,118.77,12.5,25.88,224,1
617,CMP_0617_Increase_Sales,Sales,Increase Sales,100,Google Display Ads,Food Delivery,Freelancers,TOFU,Story,Tablet,South,Maximize Clicks,261696,Medium,104,2026-08-24,2026-12-06,Planned,71,71,Medium,Medium,90.92,499630,4464,58.62,1.91,4591670,86,1289257,60208,7766,4.67,12.9,261696,499630,4.35,202.98,1.91,90.92,6.33,59.76,132,1
618,CMP_0618_Website_Traffic,App Promotion,Website Traffic,286,Google Display Ads,Food Delivery,Students,TOFU,Story,Mobile,North,CPM,991928,Large,111,2026-08-06,2026-11-25,Paused,86,93,Low,Medium,69.09,1677251,2148,461.79,1.69,3852085,70,3053693,46416,807,1.52,1.74,991928,1677251,21.37,324.83,1.69,69.09,4.69,66.51,441,0
619,CMP_0619_Customer_Retention,Brand Awareness,Customer Retention,196,Instagram Ads,Healthcare,Business Owners,TOFU,Story,Desktop,East,Target ROAS,1058841,Enterprise,95,2026-04-15,2026-07-19,Running,100,99,Low,High,107.04,2192224,1371,772.31,2.07,4611533,91,2407388,214498,15701,8.91,7.32,1058841,2192224,4.94,439.83,2.07,107.04,10.7,37.5,474,1
620,CMP_0620_Website_Traffic,Sales,Website Traffic,61,Email Marketing,E-Commerce,Business Owners,TOFU,Story,All Devices,West,CPA,1053899,Enterprise,113,2026-07-30,2026-11-20,Planned,90,97,Low,High,106.15,2172612,167,6310.77,2.06,3054298,82,4547993,359746,42486,7.91,11.81,1053899,2172612,2.93,231.73,2.06,106.15,3.52,25.84,385,1
621,CMP_0621_Generate_Leads,Brand Awareness,Generate Leads,47,Affiliate Marketing,Finance,Working Professionals,TOFU,Story,Tablet,West,Target ROAS,400822,Medium,75,2026-01-30,2026-04-15,Completed,74,82,Medium,Medium,109.01,837758,4815,83.24,2.09,1768987,83,3583911,73111,3947,2.04,5.4,400822,837758,5.48,111.84,2.09,109.01,12.3,26.15,187,1
622,CMP_0622_Increase_Brand_Awareness,Retargeting,Increase Brand Awareness,47,LinkedIn Ads,Healthcare,Senior Citizens,BOFU,Video,Desktop,South,CPM,1074265,Enterprise,103,2026-07-17,2026-10-28,Paused,91,99,Low,High,86.79,2006619,3018,355.95,1.87,2849376,98,451343,32677,5345,7.24,16.36,1074265,2006619,32.88,2380.15,1.87,86.79,17.48,28.12,324,1
623,CMP_0623_Customer_Retention,App Promotion,Customer Retention,168,Facebook Ads,Food Delivery,Business Owners,TOFU,Reels,Tablet,Central,CPM,255751,Medium,106,2026-07-27,2026-11-10,Planned,77,83,Medium,Medium,110.75,538995,3988,64.13,2.11,4394376,71,4632709,455858,14405,9.84,3.16,255751,538995,0.56,55.21,2.11,110.75,5.97,28.89,91,1
624,CMP_0624_Increase_Brand_Awareness,Retargeting,Increase Brand Awareness,32,Google Display Ads,Fashion,Business Owners,BOFU,Carousel,Mobile,East,CPA,816772,Large,65,2026-07-11,2026-09-14,Planned,79,85,Medium,Medium,107.97,1698640,654,1248.89,2.08,1787050,80,3020941,115399,12059,3.82,10.45,816772,1698640,7.08,270.37,2.08,107.97,15.0,48.67,448,1
625,CMP_0625_Generate_Leads,Product Launch,Generate Leads,117,YouTube Ads,Fashion,Freelancers,TOFU,Story,Mobile,West,CPA,402223,Medium,33,2026-05-14,2026-06-16,Completed,72,79,Medium,Medium,105.88,828096,4571,87.99,2.06,616870,77,1064680,112643,17820,10.58,15.82,402223,828096,3.57,377.79,2.06,105.88,7.8,38.79,355,1
626,CMP_0626_Generate_Leads,Brand Awareness,Generate Leads,16,Google Search Ads,Education,Freelancers,TOFU,Video,Tablet,Central,CPC,497756,Medium,73,2026-06-16,2026-08-28,Running,72,64,Medium,Medium,74.08,866493,904,550.62,1.74,4455733,98,1605379,171454,7869,10.68,4.59,497756,866493,2.9,310.06,1.74,74.08,14.38,29.51,313,0
627,CMP_0627_Website_Traffic,App Promotion,Website Traffic,274,Facebook Ads,Food Delivery,Senior Citizens,TOFU,Video,All Devices,East,Maximize Clicks,573319,Large,87,2026-06-06,2026-09-01,Running,86,90,Low,Medium,112.18,1216468,4397,130.39,2.12,4891443,90,2592991,57305,4739,2.21,8.27,573319,1216468,10.0,221.1,2.12,112.18,8.54,64.02,206,1
628,CMP_0628_Increase_Sales,Product Launch,Increase Sales,104,Email Marketing,Technology,Senior Citizens,TOFU,Video,Desktop,South,Target ROAS,1063273,Enterprise,25,2026-03-22,2026-04-16,Completed,97,99,Low,High,94.51,2068172,1963,541.66,1.95,1272884,71,841005,80063,3146,9.52,3.93,1063273,2068172,13.28,1264.29,1.95,94.51,17.65,25.06,140,1
629,CMP_0629_Increase_Sales,Retargeting,Increase Sales,169,Instagram Ads,E-Commerce,Senior Citizens,BOFU,Story,Mobile,East,Maximize Clicks,1020085,Enterprise,47,2026-04-19,2026-06-05,Completed,94,87,Low,High,120.89,2253265,449,2271.9,2.21,3695763,66,1322598,53432,919,4.04,1.72,1020085,2253265,19.09,771.27,2.21,120.89,10.52,36.75,155,1
630,CMP_0630_App_Installs,Retargeting,App Installs,103,Email Marketing,E-Commerce,Families,BOFU,Carousel,All Devices,Central,CPC,660623,Large,46,2026-02-24,2026-04-11,Completed,88,88,Low,Medium,85.93,1228296,4554,145.06,1.86,4914003,72,3167832,133999,5172,4.23,3.86,660623,1228296,4.93,208.54,1.86,85.93,9.02,39.14,112,0
631,CMP_0631_Customer_Retention,Lead Generation,Customer Retention,250,YouTube Ads,Travel,Senior Citizens,MOFU,Video,All Devices,Central,CPC,1428814,Enterprise,27,2026-06-05,2026-07-02,Running,99,98,Low,High,148.04,3544030,3660,390.39,2.48,2920552,66,4841241,262879,27023,5.43,10.28,1428814,3544030,5.44,295.13,2.48,148.04,6.48,30.33,54,1
632,CMP_0632_Customer_Retention,Sales,Customer Retention,176,YouTube Ads,Healthcare,Senior Citizens,TOFU,Story,Desktop,West,Maximize Clicks,1071269,Enterprise,33,2026-06-08,2026-07-11,Running,96,96,Low,High,92.82,2065620,3035,352.97,1.93,4774629,75,1593895,117470,16692,7.37,14.21,1071269,2065620,9.12,672.11,1.93,92.82,10.21,50.42,310,1
633,CMP_0633_Increase_Sales,Brand Awareness,Increase Sales,258,Affiliate Marketing,Fashion,Business Owners,TOFU,Carousel,Tablet,North,CPM,595358,Large,60,2026-06-09,2026-08-08,Running,92,87,Low,High,109.86,1249418,156,3816.4,2.1,3973076,94,2226041,156268,3594,7.02,2.3,595358,1249418,3.81,267.45,2.1,109.86,15.5,69.32,141,1
634,CMP_0634_Increase_Sales,Retargeting,Increase Sales,30,Facebook Ads,E-Commerce,Working Professionals,BOFU,Carousel,Mobile,North,CPM,559588,Large,19,2026-08-10,2026-08-29,Paused,88,95,Low,Medium,94.54,1088622,4916,113.83,1.95,4791566,93,823091,35392,6211,4.3,17.55,559588,1088622,15.81,679.86,1.95,94.54,3.66,62.67,214,1
635,CMP_0635_Customer_Retention,Product Launch,Customer Retention,204,Facebook Ads,Travel,Students,TOFU,Video,Desktop,West,Target ROAS,1120637,Enterprise,107,2026-08-24,2026-12-09,Planned,98,93,Low,High,124.4,2514709,3110,360.33,2.24,4521685,74,2046425,193591,3949,9.46,2.04,1120637,2514709,5.79,547.61,2.24,124.4,6.24,61.83,373,1
636,CMP_0636_App_Installs,Product Launch,App Installs,232,Google Display Ads,Fashion,Working Professionals,TOFU,Story,Tablet,West,CPM,1450563,Enterprise,21,2026-07-14,2026-08-04,Planned,100,99,Low,High,92.51,2792478,4265,340.11,1.93,1939933,85,568695,65570,2052,11.53,3.13,1450563,2792478,22.12,2550.69,1.93,92.51,10.68,40.92,333,0
637,CMP_0637_Generate_Leads,Brand Awareness,Generate Leads,74,Instagram Ads,Finance,Families,TOFU,Image,Desktop,East,Target ROAS,74576,Small,26,2026-06-07,2026-07-03,Running,69,75,High,Low,74.54,130164,2597,28.72,1.75,3740136,66,2691197,305450,33049,11.35,10.82,74576,130164,0.24,27.71,1.75,74.54,11.55,36.11,380,1
638,CMP_0638_App_Installs,Retargeting,App Installs,65,LinkedIn Ads,E-Commerce,Students,BOFU,Story,Mobile,South,CPA,637451,Large,116,2026-07-31,2026-11-24,Paused,84,89,Medium,Medium,68.06,1071300,2141,297.74,1.68,1295196,80,1931614,172106,25523,8.91,14.83,637451,1071300,3.7,330.01,1.68,68.06,4.31,61.15,440,1
639,CMP_0639_Website_Traffic,Brand Awareness,Website Traffic,291,Affiliate Marketing,Travel,Business Owners,TOFU,Image,Mobile,Central,Target ROAS,1048593,Enterprise,20,2026-07-31,2026-08-20,Paused,97,99,Low,High,114.47,2248917,2256,464.8,2.14,4430683,72,4587331,480752,77208,10.48,16.06,1048593,2248917,2.18,228.58,2.14,114.47,10.13,62.24,119,1
640,CMP_0640_Increase_Brand_Awareness,Product Launch,Increase Brand Awareness,96,Google Display Ads,Technology,Working Professionals,TOFU,Video,Tablet,East,CPC,1103753,Enterprise,87,2026-08-05,2026-10-31,Paused,96,98,Low,High,83.02,2020088,3937,280.35,1.83,467902,65,2036029,100783,15419,4.95,15.3,1103753,2020088,10.95,542.11,1.83,83.02,15.08,27.95,395,1
641,CMP_0641_Increase_Brand_Awareness,App Promotion,Increase Brand Awareness,164,Email Marketing,Finance,Working Professionals,TOFU,Carousel,Tablet,North,CPC,894432,Large,72,2026-08-26,2026-11-06,Paused,81,85,Medium,Medium,102.2,1808541,888,1007.24,2.02,4004533,78,2226089,39624,5507,1.78,13.9,894432,1808541,22.57,401.8,2.02,102.2,15.7,36.01,74,1
642,CMP_0642_Website_Traffic,App Promotion,Website Traffic,175,Google Search Ads,E-Commerce,Working Professionals,TOFU,Image,Mobile,West,CPC,1084165,Enterprise,72,2026-07-13,2026-09-23,Planned,90,93,Low,High,109.5,2271325,2517,430.74,2.09,4334074,85,4316429,485166,52883,11.24,10.9,1084165,2271325,2.23,251.17,2.09,109.5,8.93,49.8,449,1
643,CMP_0643_Increase_Sales,Lead Generation,Increase Sales,288,LinkedIn Ads,Travel,Freelancers,MOFU,Video,Tablet,East,Maximize Clicks,497070,Medium,23,2026-05-28,2026-06-20,Completed,72,69,Medium,Medium,77.97,884635,139,3576.04,1.78,4134291,64,3038319,308085,25386,10.14,8.24,497070,884635,1.61,163.6,1.78,77.97,14.89,59.46,457,0
644,CMP_0644_Increase_Brand_Awareness,Retargeting,Increase Brand Awareness,3,Instagram Ads,Healthcare,Senior Citizens,BOFU,Carousel,Mobile,Central,Maximize Clicks,896809,Large,15,2026-08-27,2026-09-11,Paused,94,96,Low,High,140.03,2152610,4084,219.59,2.4,882902,60,3944240,420061,25539,10.65,6.08,896809,2152610,2.13,227.37,2.4,140.03,4.92,20.7,345,1
645,CMP_0645_Increase_Brand_Awareness,Lead Generation,Increase Brand Awareness,138,Google Display Ads,Healthcare,Working Professionals,MOFU,Image,Desktop,West,CPA,497395,Medium,34,2026-07-08,2026-08-11,Planned,78,84,Medium,Medium,63.56,813539,1258,395.39,1.64,4772422,78,4176034,437648,71993,10.48,16.45,497395,813539,1.14,119.11,1.64,63.56,10.8,25.65,119,1
646,CMP_0646_Increase_Sales,Brand Awareness,Increase Sales,143,Email Marketing,Technology,Families,TOFU,Video,Tablet,South,CPC,1294233,Enterprise,67,2026-08-23,2026-10-29,Paused,92,84,Low,High,137.92,3079239,4126,313.68,2.38,1638890,87,3554154,205074,22312,5.77,10.88,1294233,3079239,6.31,364.15,2.38,137.92,14.15,30.91,43,1
647,CMP_0647_Generate_Leads,App Promotion,Generate Leads,34,Facebook Ads,Education,Students,TOFU,Reels,All Devices,North,CPC,927175,Large,98,2026-07-15,2026-10-21,Planned,80,88,Medium,Medium,87.46,1738082,2947,314.62,1.87,3063052,68,4220313,446509,68226,10.58,15.28,927175,1738082,2.08,219.69,1.87,87.46,4.0,27.34,97,1
648,CMP_0648_Website_Traffic,Brand Awareness,Website Traffic,250,Email Marketing,E-Commerce,Working Professionals,TOFU,Reels,Tablet,West,CPM,522047,Large,39,2026-04-04,2026-05-13,Completed,89,83,Low,Medium,90.47,994342,1415,368.94,1.9,1971884,92,3377192,368451,29844,10.91,8.1,522047,994342,1.42,154.58,1.9,90.47,10.45,36.12,79,0
649,CMP_0649_Increase_Brand_Awareness,Product Launch,Increase Brand Awareness,125,Email Marketing,Technology,Senior Citizens,TOFU,Video,Tablet,Central,Maximize Clicks,146270,Medium,74,2026-07-18,2026-09-30,Planned,76,78,Medium,Medium,72.94,252959,521,280.75,1.73,134765,71,3700246,141349,3406,3.82,2.41,146270,252959,1.03,39.53,1.73,72.94,3.72,35.03,367,0
650,CMP_0650_Increase_Sales,Sales,Increase Sales,259,LinkedIn Ads,Food Delivery,Senior Citizens,TOFU,Video,Desktop,Central,Maximize Clicks,215777,Medium,56,2026-07-15,2026-09-09,Planned,88,82,Low,Medium,130.45,497258,1901,113.51,2.3,3420477,99,1654037,93287,9048,5.64,9.7,215777,497258,2.31,130.45,2.3,130.45,2.67,26.3,204,1
651,CMP_0651_App_Installs,App Promotion,App Installs,40,LinkedIn Ads,Healthcare,Business Owners,TOFU,Image,All Devices,North,Maximize Clicks,567113,Large,120,2026-04-03,2026-08-01,Running,89,97,Low,Medium,71.91,974923,3844,147.53,1.72,3832709,79,1713686,185934,31794,10.85,17.1,567113,974923,3.05,330.93,1.72,71.91,5.23,50.78,161,1
652,CMP_0652_App_Installs,Brand Awareness,App Installs,207,Google Search Ads,Fashion,Freelancers,TOFU,Image,All Devices,South,CPA,258336,Medium,95,2026-08-07,2026-11-10,Paused,66,69,High,Low,95.08,503961,4795,53.88,1.95,4861715,83,4572809,516727,90788,11.3,17.57,258336,503961,0.5,56.49,1.95,95.08,12.76,63.08,143,1
653,CMP_0653_Generate_Leads,Lead Generation,Generate Leads,243,Instagram Ads,Healthcare,Working Professionals,MOFU,Video,Desktop,South,Maximize Clicks,777484,Large,69,2026-08-27,2026-11-04,Paused,85,93,Low,Medium,77.37,1379023,289,2690.26,1.77,3653936,70,1809730,25698,2400,1.42,9.34,777484,1379023,30.25,429.61,1.77,77.37,17.55,69.35,115,0
654,CMP_0654_Increase_Brand_Awareness,App Promotion,Increase Brand Awareness,68,LinkedIn Ads,Travel,Families,TOFU,Video,All Devices,Central,Target ROAS,461799,Medium,84,2026-04-23,2026-07-16,Running,83,86,Medium,Medium,90.38,879172,3809,121.24,1.9,297691,83,3801401,284344,13676,7.48,4.81,461799,879172,1.62,121.48,1.9,90.38,10.78,21.02,227,0
655,CMP_0655_Generate_Leads,Sales,Generate Leads,57,Google Display Ads,E-Commerce,Students,TOFU,Carousel,Tablet,South,CPM,1354745,Enterprise,118,2026-05-28,2026-09-23,Running,88,88,Low,Medium,97.67,2677924,4407,307.41,1.98,3365898,89,467367,3738,456,0.8,12.2,1354745,2677924,362.43,2898.67,1.98,97.67,7.5,47.38,216,1
656,CMP_0656_Customer_Retention,App Promotion,Customer Retention,144,YouTube Ads,Travel,Working Professionals,TOFU,Image,All Devices,West,Target ROAS,920645,Large,61,2026-08-09,2026-10-09,Planned,79,86,Medium,Medium,98.19,1824626,263,3500.55,1.98,4592726,87,2243664,19295,1852,0.86,9.6,920645,1824626,47.71,410.33,1.98,98.19,10.76,57.14,176,1
657,CMP_0657_Website_Traffic,Brand Awareness,Website Traffic,13,LinkedIn Ads,Healthcare,Business Owners,TOFU,Carousel,Desktop,East,CPA,402148,Medium,47,2026-02-26,2026-04-14,Completed,69,69,High,Low,78.28,716949,4769,84.33,1.78,1703832,79,3424583,213693,27630,6.24,12.93,402148,716949,1.88,117.43,1.78,78.28,12.02,21.63,419,1
658,CMP_0658_Increase_Sales,Sales,Increase Sales,99,Facebook Ads,Travel,Working Professionals,TOFU,Reels,Desktop,West,CPA,632255,Large,99,2026-07-30,2026-11-06,Planned,94,99,Low,High,108.68,1319389,3261,193.88,2.09,4352005,72,3462229,257589,14605,7.44,5.67,632255,1319389,2.45,182.62,2.09,108.68,15.74,41.09,440,1
659,CMP_0659_Increase_Brand_Awareness,Lead Generation,Increase Brand Awareness,109,LinkedIn Ads,Fashion,Working Professionals,MOFU,Image,All Devices,North,CPA,116244,Medium,38,2026-03-31,2026-05-08,Completed,73,73,Medium,Medium,63.47,190024,4356,26.69,1.63,988242,86,3966368,207837,7814,5.24,3.76,116244,190024,0.56,29.31,1.63,63.47,16.55,49.52,270,0
660,CMP_0660_Increase_Brand_Awareness,Product Launch,Increase Brand Awareness,218,Google Search Ads,Finance,Business Owners,TOFU,Carousel,Tablet,North,CPC,1468229,Enterprise,31,2026-08-05,2026-09-05,Planned,99,95,Low,High,90.01,2789781,3447,425.94,1.9,413753,83,4837741,233179,12894,4.82,5.53,1468229,2789781,6.3,303.49,1.9,90.01,9.74,44.85,258,0
661,CMP_0661_Increase_Brand_Awareness,Lead Generation,Increase Brand Awareness,156,LinkedIn Ads,Finance,Business Owners,MOFU,Carousel,Tablet,North,CPA,1377076,Enterprise,94,2026-08-18,2026-11-20,Paused,91,86,Low,High,99.93,2753188,124,11105.45,2.0,1562213,65,2216286,111035,6762,5.01,6.09,1377076,2753188,12.4,621.34,2.0,99.93,6.91,22.94,312,1
662,CMP_0662_Customer_Retention,Brand Awareness,Customer Retention,54,Email Marketing,Food Delivery,Families,TOFU,Video,Desktop,Central,Maximize Clicks,1100189,Enterprise,67,2026-05-16,2026-07-22,Running,88,83,Low,Medium,101.59,2217871,2510,438.32,2.02,741534,75,280610,9961,155,3.55,1.56,1100189,2217871,110.45,3920.7,2.02,101.59,11.85,62.09,148,1
